id,name,message,at
813,pepper <a>Creator</a> ,???,10:25am
814,"Cq <b style=""color:green"">Mod</b>",Basically because I couldn't do the summer reading thing,01:26pm
815,pepper <a>Creator</a> ,That's unfair!!!!,10:26am
816,"Cq <b style=""color:green"">Mod</b>",Sooo may have threw a fit...,01:26pm
817,pepper <a>Creator</a> ,:|,10:26am
818,"Cq <b style=""color:green"">Mod</b>",Eh. It's done now,01:26pm
819,pepper <a>Creator</a> ,do you know mod functions work now,10:26am
820,"Cq <b style=""color:green"">Mod</b>",:o,01:26pm
821,pepper <a>Creator</a> ,yeah,10:26am
822,pepper <a>Creator</a> ,do you want to login to mod?,10:27am
823,"Cq <b style=""color:green"">Mod</b>",Ye,01:27pm
824,Announcement,pepper <a>Creator</a>  says: if so i can give credientials,10:27am
825,pepper <a>Creator</a> ,ok,10:27am
826,"Cq <b style=""color:green"">Mod</b>",ye,01:27pm
827,Announcement,pepper <a>Creator</a>  says: ,10:27am
828,pepper <a>Creator</a> ,ok cq,10:28am
829,pepper <a>Creator</a> ,"",10:28am
830,Announcement,pepper <a>Creator</a>  says: some how after i announce stuff the text in the send message box changes to bruh,10:29am
831,"Cq <b style=""color:green"">Mod</b>",lol,01:29pm
832,pepper <a>Creator</a> ,ok line 527,10:29am
833,pepper <a>Creator</a> ," setText(""message"", ""<b>bruh</b>"");",10:29am
834,pepper <a>Creator</a> ,message is the message box youre typing in,10:30am
835,"Cq <b style=""color:green"">Mod</b>",I was thinking for some reason that there would be a circle and everyone chanting MOD MOD MOD,01:30pm
836,Announcement,"Cq <b style=""color:green"">Mod</b> says: null",01:30pm
837,pepper <a>Creator</a> ,interesting,10:30am
838,Announcement,"Cq <b style=""color:green"">Mod</b> says: i say null",01:30pm
839,pepper <a>Creator</a> ,does the messae box change to bruh,10:30am
840,"Cq <b style=""color:green"">Mod</b>",Well I need to refresh,01:30pm
841,pepper <a>Creator</a> ,ok,10:31am
842,pepper <a>Creator</a> ,this is funnier,10:32am
843,pepper <a>Creator</a> ,haha rickroll,10:32am
844,"Cq <b style=""color:green"">Mod</b>",lol,01:32pm
845,pepper <a>Creator</a> ,ok removed,10:32am
846,Announcement,pepper <a>Creator</a>  says: hi,10:32am
847,"Cq <b style=""color:green"">Mod</b>",mrow,01:33pm
848,Announcement,pepper <a>Creator</a>  says: rebounds to mod options,10:33am
849,pepper <a>Creator</a> ,see a command center after you login and come back to here?,10:33am
850,Announcement,pepper <a>Creator</a>  needs to go.,10:33am
851,pepper <a>Creator</a> ,oops,10:33am
852,Announcement,pepper <a>Creator</a>  has come back from AFK.,10:33am
853,pepper <a>Creator</a> ,hi,10:35am
854,"Cq <b style=""color:green"">Mod</b>",mrow,01:35pm
855,pepper <a>Creator</a> ,i made new stuff,10:35am
856,"Cq <b style=""color:green"">Mod</b>",okie,01:35pm
857,pepper <a>Creator</a> ,command prompt in controls and type<br> <code>newspaperstory</code>,10:35am
858,pepper <a>Creator</a> ,random nonsense,10:35am
859,pepper <a>Creator</a> ,huh doesnt work,10:37am
860,Announcement,undefined joined the Chat as an existing member using token 413,10:39am
861,Announcement,undefined joined the Chat as an existing member using token 764,10:39am
862,"Cq <b style=""color:green"">Mod</b>",413,01:39pm
863,pepper <a>Creator</a> ,huh,10:39am
864,pepper <a>Creator</a> ,joining TOKENS,10:39am
865,Announcement,undefined joined the Chat as an existing member using token 256,10:39am
866,"Cq <b style=""color:green"">Mod</b>",My exact thoughts,01:39pm
867,pepper <a>Creator</a> ,haha,10:39am
868,pepper <a>Creator</a> ,system is funny,10:40am
869,pepper <a>Creator</a> ,do you want to interact with a bot,10:40am
870,"Cq <b style=""color:green"">Mod</b>",pop goes the weasel,01:40pm
871,Announcement,ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 190,10:40am
872,Announcement,User idER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 257,10:40am
873,pepper <a>Creator</a> ,ok,10:41am
874,pepper <a>Creator</a> ,uh,10:41am
875,Announcement,User idER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 468,10:41am
876,Announcement,User idER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 4412,10:41am
877,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5749,10:42am
878,pepper <a>Creator</a> ,ok,10:42am
879,pepper <a>Creator</a> ,hi,10:42am
880,pepper <a>Creator</a> ,haha,10:43am
881,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 4663,10:43am
882,Announcement,"Cq <b style=""color:green"">Mod</b> says: <h1>VERY IMPORTANT</h1> <b>17</b>",01:48pm
883,pepper <a>Creator</a> ,Huh?,10:52am
884,pepper <a>Creator</a> ,What's that,10:52am
885,"Cq <b style=""color:green"">Mod</b>",<b>17</b>,01:52pm
886,pepper <a>Creator</a> ,wdym?,10:53am
887,pepper <a>Creator</a> ,i dont get it,10:53am
888,"Cq <b style=""color:green"">Mod</b>",<h1 stlye='color:black'>17!!!</h1>,01:53pm
889,pepper <a>Creator</a> ,rickroll chat : https://studio.code.org/projects/applab/ZcC8pNrE_8vvNZ1EtB0zWIIzyy_y97j5SQ0bYkWhuSc,10:54am
890,pepper <a>Creator</a> ,"<a href=""https://studio.code.org/projects/applab/ZcC8pNrE_8vvNZ1EtB0zWIIzyy_y97j5SQ0bYkWhuSc"">https://studio.code.org/projects/applab/ZcC8pNrE_8vvNZ1EtB0zWIIzyy_y97j5SQ0bYkWhuSc</a>",10:54am
891,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 9522,01:54pm
892,pepper <a>Creator</a> ,<h1>wikipedia</h1><br>17 (seventeen) is the natural number following 16 and preceding 18. It is a prime number. <br> Seventeen is the sum of the first four prime numbers.,10:55am
893,"Cq <b style=""color:green"">Mod</b>",exactly,01:55pm
894,pepper <a>Creator</a> ,so what,10:55am
895,pepper <a>Creator</a> ,about it?,10:55am
896,"Cq <b style=""color:green"">Mod</b>",I like 17,01:55pm
897,pepper <a>Creator</a> ,huh then whats so 'groundbreaking' with 17?,10:55am
898,"Cq <b style=""color:green"">Mod</b>",I LIKE 17,01:56pm
899,pepper <a>Creator</a> ,ok,10:56am
900,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 2920,10:57am
901,pepper <a>Creator</a> ,2920,10:57am
902,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 17,10:58am
903,pepper <a>Creator</a> ,<code>@cq</code>,10:58am
904,pepper <a>Creator</a> ,<code>@cq</code>,10:58am
905,pepper <a>Creator</a> ,<code>@cq</code>,10:58am
906,"Cq <b style=""color:green"">Mod</b>",yes yes yes,01:58pm
907,pepper <a>Creator</a> ,look,10:58am
908,pepper <a>Creator</a> ,"at the message before the ""@cq""s",10:59am
909,"Cq <b style=""color:green"">Mod</b>",YAYYYY,01:59pm
910,pepper <a>Creator</a> ,wait wait wait,10:59am
911,pepper <a>Creator</a> ,do you like 17 because the humbug in #phantomtollbooth likes saying 17???,10:59am
912,"Cq <b style=""color:green"">Mod</b>",No... I just like 17,01:59pm
913,pepper <a>Creator</a> ,ok,11:00am
914,pepper <a>Creator</a> ,be like,11:00am
915,pepper <a>Creator</a> ,Seventeen!,11:00am
916,pepper <a>Creator</a> ,It all comes down to zero.,11:00am
917,"Cq <b style=""color:green"">Mod</b>",17!!!!!!!!!!!!!!!!!!!!!!,02:00pm
918,pepper <a>Creator</a> ,Precisely.,11:00am
919,"Cq <b style=""color:green"">Mod</b>",seventeen,02:02pm
920,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 7643,11:02am
921,pepper <a>Creator</a> ,<code>@cq</code>,11:02am
922,pepper <a>Creator</a> ,refresh the page,11:02am
923,pepper <a>Creator</a> ,and in the command prompt,11:02am
924,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 9020,02:02pm
925,pepper <a>Creator</a> ,type <code>seventeen</code>,11:03am
926,pepper <a>Creator</a> ,in the command prompt in controls,11:03am
927,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5196,11:03am
928,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6846,11:04am
929,Announcement,pepper <a>Creator</a>  has come back from AFK.,11:04am
930,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 8016,11:05am
931,pepper <a>Creator</a> ,refresh,11:05am
932,"Cq <b style=""color:green"">Mod</b>","shoot, forgot my code",02:05pm
933,pepper <a>Creator</a> ,code?,11:05am
934,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 2205,02:05pm
935,pepper <a>Creator</a> ,you dont need it,11:05am
936,pepper <a>Creator</a> ,yet,11:05am
937,pepper <a>Creator</a> ,you know,11:06am
938,pepper <a>Creator</a> ,you just need the Command Prompt in the Controls button,11:06am
939,"Cq <b style=""color:green"">Mod</b>",that's right :),02:06pm
940,pepper <a>Creator</a> ,what is right?,11:07am
941,"Cq <b style=""color:green"">Mod</b>",17!!!!,02:07pm
942,pepper <a>Creator</a> ,OH,11:07am
943,pepper <a>Creator</a> ,YES,11:07am
944,"Cq <b style=""color:green"">Mod</b>",SEVENTEEN,02:07pm
945,pepper <a>Creator</a> ,:D,11:08am
946,"Cq <b style=""color:green"">Mod</b>",B),02:08pm
947,pepper <a>Creator</a> ,now type the function mewforever,11:08am
948,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 17,02:09pm
949,"Cq <b style=""color:green"">Mod</b>",mew,02:09pm
950,"Cq <b style=""color:green"">Mod</b>",4,02:09pm
951,"Cq <b style=""color:green"">Mod</b>",evs,02:09pm
952,"Cq <b style=""color:green"">Mod</b>","like, 4 sure",02:10pm
953,pepper <a>Creator</a> ,look at the announcement up above your mews,11:10am
954,pepper <a>Creator</a> ,"""User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 17""",11:10am
955,"Cq <b style=""color:green"">Mod</b>",7vadGoWFLIW0V3NfJfLc1PbDxwY is cool,02:10pm
956,pepper <a>Creator</a> ,thats your user id,11:10am
957,"Cq <b style=""color:green"">Mod</b>",yes.,02:10pm
958,pepper <a>Creator</a> ,this is mine:,11:10am
959,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6299,11:10am
960,pepper <a>Creator</a> ,re it is,11:10am
961,"Cq <b style=""color:green"">Mod</b>",Currently working on a chat I intend to never use,02:10pm
962,pepper <a>Creator</a> ,you can remix of this one,11:11am
963,pepper <a>Creator</a> ,\\\,11:11am
964,"Cq <b style=""color:green"">Mod</b>",I'm just bored,02:11pm
965,pepper <a>Creator</a> ,more features,11:11am
966,pepper <a>Creator</a> ,SAME ,11:11am
967,pepper <a>Creator</a> ,17,11:11am
968,pepper <a>Creator</a> ,1717,11:11am
969,pepper <a>Creator</a> ,171717,11:11am
970,pepper <a>Creator</a> ,17171717,11:11am
971,"Cq <b style=""color:green"">Mod</b>",<a href='https://studio.code.org/projects/applab/vLXzYBeZsEpLshx2YikrVXnb91AJZbeVs-RsjsqpH60'>https://studio.code.org/projects/applab/vLXzYBeZsEpLshx2YikrVXnb91AJZbeVs-RsjsqpH60</a>,02:11pm
972,"Cq <b style=""color:green"">Mod</b>",It's still WIP,02:11pm
973,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5322,11:13am
974,pepper <a>Creator</a> ,well,11:13am
975,pepper <a>Creator</a> ,nice chat,11:13am
976,"Cq <b style=""color:green"">Mod</b>",woah. you like me??!?,02:13pm
977,pepper <a>Creator</a> ,I was like WOW,11:13am
978,pepper <a>Creator</a> ,"just telling you, no offense, but theres some weird content up there above the messages",11:14am
979,pepper <a>Creator</a> ,:D,11:14am
980,"Cq <b style=""color:green"">Mod</b>",Yeah. Tryna fix that,02:14pm
981,pepper <a>Creator</a> ,darn bug,11:14am
982,pepper <a>Creator</a> ,"my chat has it, but only when its loading more than 500 messages",11:15am
983,pepper <a>Creator</a> ,it doesnt now,11:15am
984,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 3020,11:15am
985,"Cq <b style=""color:green"">Mod</b>",lemme fix it,02:15pm
986,pepper <a>Creator</a> ,i like tomatoes but not pickles,11:15am
987,"Cq <b style=""color:green"">Mod</b>",>:0,02:16pm
988,pepper <a>Creator</a> ,just kidding i like both,11:16am
989,pepper <a>Creator</a> ,do you even know why my name is pepper,11:16am
990,pepper <a>Creator</a> ,\\\,11:16am
991,"Cq <b style=""color:green"">Mod</b>",cause you be peppery,02:17pm
992,pepper <a>Creator</a> ,no,11:17am
993,"Cq <b style=""color:green"">Mod</b>",lol idk,02:18pm
994,pepper <a>Creator</a> ,in the urban dictionary on page 3 the word pepper was added on my birth time and day,11:18am
995,pepper <a>Creator</a> ,and year,11:18am
996,"Cq <b style=""color:green"">Mod</b>",That's cool,02:18pm
997,pepper <a>Creator</a> ,997,11:18am
998,pepper <a>Creator</a> ,997998,11:18am
999,pepper <a>Creator</a> ,999,11:18am
1000,pepper <a>Creator</a> ,1000,11:18am
1001,pepper <a>Creator</a> ,YAS!,11:18am
1002,"Cq <b style=""color:green"">Mod</b>",I'm Cq because my name is Carmen and the q is for my last name. I started as Code_Queen but shortened it to C_Q to just Cq,02:19pm
1003,"Cq <b style=""color:green"">Mod</b>",Then I realized that those were my initials lol,02:19pm
1004,pepper <a>Creator</a> ,lol,11:19am
1005,pepper <a>Creator</a> ,coincidence,11:19am
1006,"Cq <b style=""color:green"">Mod</b>",My initials rarely come up cause q be rare,02:19pm
1007,pepper <a>Creator</a> ,my friends name is pickle (he also has access to this chat),11:20am
1008,"Cq <b style=""color:green"">Mod</b>",:o,02:20pm
1009,pepper <a>Creator</a> ,do you know you type 216 messages and i typed 453,11:21am
1010,"Cq <b style=""color:green"">Mod</b>",<img src='https://m.media-amazon.com/images/I/81Nc39YfMuL._AC_SX679_.jpg' width=150px> The viking pickle I have at home,02:21pm
1011,pepper <a>Creator</a> ,haha,11:22am
1012,"Cq <b style=""color:green"">Mod</b>",I took the pickle to Boston lollll,02:22pm
1013,pepper <a>Creator</a> ,rickroll,11:22am
1014,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"">",11:22am
1015,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"">",11:22am
1016,pepper <a>Creator</a> ,wait,11:22am
1017,pepper <a>Creator</a> ,<img src='https://tinyurl.com/veryfunny5' width=150px>,11:23am
1018,pepper <a>Creator</a> ,haha,11:23am
1019,pepper <a>Creator</a> ,ok good first message with images for me,11:23am
1020,pepper <a>Creator</a> ,LOL,11:23am
1021,pepper <a>Creator</a> ,im angry at myself,11:23am
1022,"Cq <b style=""color:green"">Mod</b>",I'm working on this sprite lab thing with my brother <a href='https://www.youtube.com/watch?v=dQw4w9WgXcQ'>https://studio.code.org/projects/spritelab/S0zlt61B7KkiIumixbrMAKIuEVZ5ttlI0WsUnmRP_n4</a>,02:24pm
1023,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5465,11:24am
1024,pepper <a>Creator</a> ,THATS A RICKROLL,11:24am
1025,"Cq <b style=""color:green"">Mod</b>",Got ya,02:24pm
1026,Announcement,User id OjAi7d5aDnI8Yo4bzBGFkwML9fo joined the Chat as an existing member using token 9773,11:24am
1027,Announcement,Error has joined the Chat.,11:24am
1028,"Cq <b style=""color:green"">Mod</b>",B) I rickroll people with a shirt,02:24pm
1029,Announcement,User id OjAi7d5aDnI8Yo4bzBGFkwML9fo joined the Chat as an existing member using token 4461,11:25am
1030,Rickroll Detector,RIckroll detected,11:25am
1031,Rickroll Detector,RIckroll detected,11:25am
1032,Rickroll Detector,RIckroll detected,11:25am
1033,"Cq <b style=""color:green"">Mod</b>",I am a rickroll,02:25pm
1034,pepper <a>Creator</a> ,i have a rickroll detector you kknow,11:25am
1035,"Cq <b style=""color:green"">Mod</b>",Yes but I still got you,02:25pm
1036,pepper <a>Creator</a> ,do you know why,11:26am
1037,pepper <a>Creator</a> ,i can see it through the tables,11:26am
1038,"Cq <b style=""color:green"">Mod</b>",Cause rickroll,02:26pm
1039,pepper <a>Creator</a> ,data tables,11:26am
1040,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"">",11:26am
1041,"Cq <b style=""color:green"">Mod</b>",:O NO. DO YOU UNDERSTAND THAT IT IS AN UNSPOKEN RULE THAT YOU CANNOT LOOK AT THE DATATABLES UNLESS A HACKER COMES BY??? YOU CAN'T DO THAT,02:26pm
1042,"Cq <b style=""color:green"">Mod</b>",THAT CAN BECOME A HUGE SCANDEL,02:27pm
1043,pepper <a>Creator</a> ,i can because im an owner,11:27am
1044,pepper <a>Creator</a> ,of this app,11:27am
1045,"Cq <b style=""color:green"">Mod</b>",YOU'RE NOT SUPPOSED TO,02:27pm
1046,pepper <a>Creator</a> ,i can read the messages from my side,11:27am
1047,"Cq <b style=""color:green"">Mod</b>",:O,02:27pm
1048,pepper <a>Creator</a> ,really,11:27am
1049,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"" width=150px>",11:27am
1050,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"" width=150px>",11:27am
1051,"Cq <b style=""color:green"">Mod</b>",I KNOW YOU CAN BUT IT IS BASICALLY AGANIST THE RULES TO LOOK THERE,02:27pm
1052,pepper <a>Creator</a> ,really,11:27am
1053,"Cq <b style=""color:green"">Mod</b>",Yea,02:28pm
1054,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6090,11:28am
1055,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"" width=150px>",11:28am
1056,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"" width=150px>",11:28am
1057,"Cq <b style=""color:green"">Mod</b>","Because, if you look there, for all we know you are changing the text to make us say different things",02:28pm
1058,pepper <a>Creator</a> ,no,11:28am
1059,pepper <a>Creator</a> ,i am not,11:28am
1060,"Cq <b style=""color:green"">Mod</b>",You may not be but I've seen people do that,02:28pm
1061,pepper <a>Creator</a> ,i dont unless i share some content like password stuff then i have to blind it out,11:29am
1062,pepper <a>Creator</a> ,or delete them,11:29am
1063,pepper <a>Creator</a> ,i dont dare to type insults,11:29am
1064,"Cq <b style=""color:green"">Mod</b>",k,02:29pm
1065,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"" width=150px>",11:29am
1066,"Cq <b style=""color:green"">Mod</b>",Just try not to go yelling around that you look at the tables. I only look at them EVER when creating a project,02:29pm
1067,pepper <a>Creator</a> ,ok,11:30am
1068,pepper <a>Creator</a> ,"""<img src='https://tinyurl.com/veryfunny5' width=150px>""",11:30am
1069,pepper <a>Creator</a> ,"""<img src='https://tinyurl.com/veryfunny5' width=150px>""",11:30am
1070,pepper <a>Creator</a> ,"""<img src='https://tinyurl.com/veryfunny5' width=150px>""",11:30am
1071,"Cq <b style=""color:green"">Mod</b>",<img src='https://tinyurl.com/veryfunny5'>,02:30pm
1072,pepper <a>Creator</a> ,v,11:30am
1073,pepper <a>Creator</a> ,https://tinyurl.com/veryfunny5,11:30am
1074,pepper <a>Creator</a> ,"""<img src='https://tinyurl.com/veryfunny5' width=150px>""",11:30am
1075,pepper <a>Creator</a> ,<img src='https://tinyurl.com/veryfunny5' width=150px>,11:30am
1076,pepper <a>Creator</a> ,"""<img src='https://tinyurl.com/veryfunny5' width=150px>""",11:31am
1077,pepper <a>Creator</a> ,like seriously. look at my chat..,11:31am
1078,pepper <a>Creator</a> ,"<a href=""https://tinyurl.com/peppers-chat3"">here</a>",11:31am
1079,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 3724,11:32am
1080,pepper <a>Creator</a> ,"<a href=""https://tinyurl.com/peppers-chat3"">",11:33am
1081,"Cq <b style=""color:green"">Mod</b>",I voted for the background,02:34pm
1082,"Cq <b style=""color:green"">Mod</b>","I have an idea. Find like 3 different backgrounds that look cool and have us vote on them. Leave the poll open for like two days and have the backgrounds go from most popular to least popular. Like most popular stays up for a week, middle for like 5 days and least fav for 2 days. Then have it cycle the same way forever",02:37pm
1083,Rickroll Detector,ok,11:40am
1084,Rickroll Detector,can you vote for it again?,11:40am
1085,"Cq <b style=""color:green"">Mod</b>",nu,02:41pm
1086,Rickroll Detector,really,11:43am
1087,"Cq <b style=""color:green"">Mod</b>",ye,02:43pm
1088,Rickroll Detector,uh ricks chat becomes beluga's chat,11:47am
1089,Rickroll Detector,...,11:49am
1090,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 2573,11:57am
1091,pepper <a>Creator</a> ,cq,00:00pm
1092,"Anthony <b style=""color:green"">Mod</b>",hi,00:29pm
1093,pepper <a>Creator</a> ,hi,02:08pm
1094,Announcement,User id ta5nSP0IxlonHbWuWuW5r0J1BUs joined the Chat as an existing member using token 4535,03:25pm
1095,Announcement,User id ta5nSP0IxlonHbWuWuW5r0J1BUs joined the Chat as an existing member using token 5586,03:26pm
1096,Pickle,Ok ,03:26pm
1097,Announcement,User id Q+S0MkNHLg1+jhudaPQfokKpUfY joined the Chat as an existing member using token 6592,08:57pm
1098,Announcement,Error has joined the Chat.,08:57pm
1099,l3333here,"okay im ""error'",08:57pm
1100,Announcement,User id Q+S0MkNHLg1+jhudaPQfokKpUfY joined the Chat as an existing member using token 9485,08:58pm
1101,l3333here,..,08:58pm
1102,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 5580,03:17am
1103,"Cq <b style=""color:green"">Mod</b>",cq is cool,03:18am
1104,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 4490,08:15am
1105,pepper <a>Creator</a> ,Hi,08:16am
1106,pepper <a>Creator</a> ,8 30 session,08:17am
1107,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"">",08:24am
1108,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5""> <image src=""https://tinyurl.com/veryfunny5"">",08:24am
1109,pepper <a>Creator</a> ,"<img src=""https://tinyurl.com/veryfunny5"" alt=""unknown"" width=""150"" height=""150"">",08:26am
1110,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6564,08:27am
1111,pepper <a>Creator</a> ,"<img src=""https://tinyurl.com/veryfunny5"" alt=""unknown"" width=""150"" height=""150"">",08:27am
1112,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6723,08:35am
1113,pepper <a>Creator</a> ,:),08:36am
1114,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 1823,08:53am
1115,pepper <a>Creator</a> ,Hi,09:55am
1116,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 8080,10:06am
1117,Announcement,User id pbu2z6wLPOyoMrhkKyu7TyZuyHo joined the Chat as an existing member using token 3923,00:06pm
1118,itsme,hi,00:06pm
1119,pepper <a>Creator</a> ,Hi pbu2z,10:06am
1120,pepper <a>Creator</a> ,Oh hi,10:06am
1121,itsme,you on [wut]world?,00:06pm
1122,pepper <a>Creator</a> ,I can tell when you join,10:07am
1123,itsme,oh,00:07pm
1124,pepper <a>Creator</a> ,It rings everyone,10:07am
1125,itsme,cool,00:07pm
1126,pepper <a>Creator</a> ,yes I’m on wut world,10:07am
1127,itsme,you saw my new story,00:07pm
1128,itsme,thanks for the like,00:08pm
1129,pepper <a>Creator</a> ,:) you’re welcome ,10:09am
1130,itsme,i didn't realize how long it was till i posted it,00:09pm
1131,itsme,it's soooooooooooooooooooo long,00:09pm
1132,pepper <a>Creator</a> ,Yeah it took me 30 sec to scroll through it!,10:11am
1133,itsme,the longest post ever on [wut]world,00:12pm
1134,pepper <a>Creator</a> ,I was like “Is this a novel?”,10:12am
1135,pepper <a>Creator</a> ,I also made a long post,10:12am
1136,pepper <a>Creator</a> ,It’s a letter to hackers,10:13am
1137,itsme,yeah,00:13pm
1138,itsme,saw it,00:13pm
1139,pepper <a>Creator</a> ,:),10:13am
1140,itsme,:p,00:13pm
1141,itsme,(☞ﾟヮﾟ)☞☜(⌒▽⌒)☞☜(ﾟヮﾟ☜),00:14pm
1142,pepper <a>Creator</a> ,:),10:36am
1143,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6137,11:20am
1144,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 9418,11:26am
1145,l3333here,https://tinyurl.com/veryfunny5,02:33pm
1146,pepper <a>Creator</a> ,Thats a darn rickroll.,00:21pm
1147,pepper <a>Creator</a> ,Don't rickroll me.,00:21pm
1148,l3333here,"i know, i copied it and failed",03:22pm
1149,l3333here,"i know, i copied it and failed",03:22pm
1150,l3333here,"i know, i copied it and failed",03:22pm
1151,l3333here,"i know, i copied it and failed",03:22pm
1152,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"" height=""300"" width=""300"" alt=""HAHA"">",00:22pm
1153,pepper <a>Creator</a> ,go to,00:22pm
1154,pepper <a>Creator</a> ,"<a href=""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:24pm
1155,pepper <a>Creator</a> ,<code>@l3333here</code>,00:24pm
1156,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5148,00:25pm
1157,pepper <a>Creator</a> ,"<a href=\""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html\"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:25pm
1158,pepper <a>Creator</a> ,"<a href=\""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html\"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:25pm
1159,pepper <a>Creator</a> ,"<a href=\""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html\"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:25pm
1160,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 8840,00:26pm
1161,pepper <a>Creator</a> ,"<a href=""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:26pm
1162,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5718,00:27pm
1163,pepper <a>Creator</a> ,"<a href=""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:27pm
1164,pepper <a>Creator</a> ,"<a href=""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:29pm
